anotador,anillador,codigo,talla_anillo,numero_anillo,nombre_especie,codigo_especie,edad,edad_por,edad_por,sexo, sexo_por, sexo_por,codigo_ciclo,protuberancia_cloacal,parche_Incubacion,grasa,muda_cuerpo,muda_vuelo,desgaste_vuelo,plumaje_juvenil,limite_muda,limite_muda,osificacion,ala,cola,tarso,l_pico,a_pico,n_pico,peso,estado,dia,mes,anho,hora_captura,estacion,red,notas,Fotos,limite,limite_2,muda_vuelo,cmen,cmed1,cmed2,cmed3,cmed4,cmed5,cmed6,cmed7,cmed8,cmed9,cmed10,cmay1,cmay2,cmay3,cmay4,cmay5,cmay6,cmay7,cmay8,cmay9,cmay10,cc,a1,a2,a3,cprim1,cprim2,cprim3,cprim4,cprim5,cprim6,cprim7,cprim8,cprim9,cprim10,sec9,sec8,sec7,sec6,sec5,sec4,sec3,sec2,sec1,prim1,prim2,prim3,prim4,prim5,prim6,prim7,prim8,prim9,prim10,rec_izq6,rec_izq5,rec_izq4,rec_izq3,rec_izq2,rec_izq1,rec_der1,rec_der2,rec_der3,rec_der4,rec_der5,rec_der6,notas_muda
RPP,RPP,R,B,12661,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,L,N,I,N,N,,6,68,62,29.9,8.7,4.1,5.5,13.3,N,26,5,2019,1110,TR09 ,6,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,R,B,12669,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,I,N,I,P,N,,6,62,56,22.5,7.8,4,5.3,11.9,N,1,6,2019,731,TR11,3,LCA 142,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,R,B,12433,Myiothlypis fraseri,MYIFRA,P,F,,D,D,,FPF,N,N,N,L,N,I,P,G,,4,57,52,22.3,8.6,3.9,5.8,11.7,N,5,6,2019,720,TR03,2,HM 140 / CMI 1-8 (5) 9-10 (0),SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
RPP,RPP,R,B,12660,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,P,N,I,N,N,N,N,N,,6,65,60,23.1,9.5,4.1,5.7,13.5,N,10,6,2019,1023,TR09 ,3,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,R,B,12458,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,G,,3,63,58,24.2,8.3,4,5.5,13.2,H,14,6,2019,1109,TR10,5,MCP (25) MCN(17.4) / CM 1-6(5) 7-9(0),SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV ,TAV,R,B,12671,Myiothlypis fraseri,MYIFRA,A,K,,M,C,,DCB,M,N,N,N,N,I,N,N,,6,69,64,23.4,9.4,4.3,5.8,13.3,N,15,6,2019,1057,TR11,8,MCP(13) LCA(18),SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,DGO,R,B,12461,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,,3,60,57,22.4,8.5,4,5.2,12.4,N,15,6,2019,1150,TR11,10,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,R,B,8808,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,M,P,G,,3,64,59,22.3,8.7,3.9,5.4,12.3,N,19,6,2019,820,TR03,10,MCP (24) MCN (19) MCB( 7) / CM 9-10(0),NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR,MGR ,R,B,8826,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,L,L,N,I,P,V,A,3,59,54,21.6,9.8,4.2,5.7,11.8,N,20,6,2019,810,TR04,2,MCP (24) MCB (5) / COLA IZQUIERDA R3(3) 4(3),NO,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,0,0,0,0,0,0,0,
KAN,RPP,R,B,8838,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,I,N,I,P,G,,3,59,53,23.1,9,4.1,5.7,13.1,N,22,6,2019,854,TR06,4,MCP (23) MCN (8) MCB (7) / CM 1-8(5) 9(0),SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAN,RPP,R,B,12631,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,N,,6,63,58,21.7,8.7,4.3,5.6,12.7,N,22,6,2019,855,TR06,3,MCP(23) MCN(29) MCB(4),,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,R,B,8884,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,N,,6,66,60,22.8,7.8,4.1,5.7,13.2,N,27,6,2019,836,TR11,8,MCP (25) MCN(37) MCB(7),SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13391,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,N,N,I,N,N,,5,66,61,23.6,10.7,4.3,5.5,14.9,N,18,8,2019,642,TR02,8,LCA 16 LONG_N 9.5 LINEAS DE HAMBRE EN RECTRICES. LCN 19 1 ORIFICIOEN EL CRANEO DE UN SOLO LADO*,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13392,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,N,N,L,M,V,A,4,62,58,22.7,10.8,4.5,5.6,12,N,18,8,2019,644,TR02,6,PARTE DEL PICO BLANCA/ CREMA LCA 19 LCN 15 COBERTORAS CON PUNTAS BLANCAS,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13395,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,G,,6,66,59,23.3,10.6,4,5.5,18.8,N,18,8,2019,751,TR02,3,LONG PN 89 LCA 16MM LCN 20MM,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13398,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,N,N,N,,6,66,60,23.8,10.8,4,5.5,13.9,N,18,8,2019,828,TR02,6,LCA 16 PUNTAS NARANJASS LCN 22 LPN 18.8,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13201,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,B,N,N,,6,66,60,22.7,9.9,4,5.6,11.6,N,19,8,2019,754,TR03,4,PN 8.2 LCA 15 LCN 19 LCP 9 COB.MAY 14 PUNTAS BLANCAS,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13202,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,N,I,N,L,M,V,A,4,57,53,21.7,9.7,4,5.6,11.3,N,19,8,2019,800,TR03,2,PN 8.5,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13203,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,64,59,22.8,10.1,3.8,5.7,12.7,N,19,8,2019,837,TR03,1,PN 8.6,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13204,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,I,N,N,L,M,V,A,5,61,57,22.3,9.6,4,5.6,12.5,N,19,8,2019,913,TR03,3,PN 8.3,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13207,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,N,,6,65,60,23.4,8.4,4.1,5.7,16.9,N,20,8,2019,723,TR04,6,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,DLC,N,B,13209,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,N,N,N,L,P,V,C,5,63,58,23.3,8.6,3.8,5.4,12.4,N,20,8,2019,735,TR04,2,,SI,V,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13213,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,P,N,N,N,N,L,P,V,A,6,63,,23.1,8.4,3.7,5.5,11.9,N,21,8,2019,634,TR05 ,9,,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13214,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,N,I,N,I,M,V,A,4,58,56,22.6,8.5,3.9,5.5,12.7,N,21,8,2019,727,TR05 ,11,,SI,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13218,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCU,N,N,M,N,N,I,M,G,,2,58,55,23.1,8.6,3.8,5.5,13.9,N,22,8,2019,650,TR06,4,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13219,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,V,,6,62,55,23.5,8.7,3.9,5.6,13.2,N,22,8,2019,701,TR06,8,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13222,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,I,N,N,I,N,N,,6,66,61,21.8,8.8,3.8,5.3,13.3,N,23,8,2019,731,TR07,4,CP 6 MARCA DE HAMBRE / CMENOR RETENIDA,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13223,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,N,N,N,I,P,G,M,5,60,58,22.7,8.2,3.7,5.6,12.6,N,23,8,2019,908,TR07,4,INDICIOS DE COMISURA ,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13225,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,N,N,N,L,P,G,,3,62,58,23.5,8,4.1,5.5,13.6,N,23,8,2019,1032,TR07,5,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13226,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,N,N,N,M,P,G,,4,62,57,22.9,8.6,3.9,5.4,13.1,N,23,8,2019,1037,TR07,8,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13227,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,N,N,N,I,P,V,C,3,65,60,23.7,8.4,4,5.6,13.1,N,24,8,2019,654,TR08,1,,SI,V,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13228,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,N,I,N,I,M,G,,4,59,54,23.2,8.2,3.6,5.6,11.5,N,24,8,2019,700,TR08,5,PARECE TENER LIMITE EN I,SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13230,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,N,N,N,M,M,G,,5,58,55,22.2,8.2,4,5.7,12.5,N,24,8,2019,829,TR08,10,CMI 10(0),NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13231,Myiothlypis fraseri,MYIFRA,A,K,,M,C,,DCB,G,N,N,N,N,L,N,N,,6,65,61,22.7,8.3,4,5.7,13.4,N,24,8,2019,833,TR08,10,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13232,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCF,N,N,I,N,N,I,M,G,A,4,58,58,21.9,8.3,3.8,5.7,12.1,N,24,8,2019,953,TR08,7,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13233,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCU,P,N,N,N,N,L,P,G,M,3,58,55,22.5,8.2,3.9,5.5,12.2,N,25,8,2019,659,TR09,2,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13234,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,P,N,N,N,N,I,N,N,,6,67,62,22.3,8.5,4.1,5.5,12.9,N,25,8,2019,746,TR09,7,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13239,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,N,I,N,M,M,G,,6,58,56,22.8,8.5,3.9,5.7,12.4,N,25,8,2019,1221,TR09,5,COBERTORA 9 - 10 (0),NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,0,0,,,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13240,Myiothlypis fraseri,MYIFRA,P,J,M,D,D,,FCF,N,N,N,N,N,L,P,G,A,6,65,60,22.7,8.3,4,5.5,13,N,26,8,2019,642,TR10,5,,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13241,Myiothlypis fraseri,MYIFRA,P,J,F,D,D,,FCF,N,N,N,N,N,N,P,V,C,6,62,58,22.8,8.3,4.1,5.5,13.5,N,26,8,2019,729,TR10,2,,NO,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLC,TAV,N,B,13244,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,P,N,,6,59,53,22.1,8.4,3.8,5.6,12,N,26,8,2019,1017,TR10,7,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13246,Myiothlypis fraseri,MYIFRA,P,J,,D,D,,FCU,N,N,N,N,N,N,M,N,,5,64,60,22.5,8.3,3.8,5.5,12.3,N,27,8,2019,754,TR11,1,,NO,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13251,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,65,59,23.1,8.7,4.1,6,12.9,N,27,8,2019,1006,TR11,5,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAV,TAV,N,B,13252,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,N,,6,60,55,23,8.6,3.9,5.7,12.7,N,27,8,2019,1131,TR11,10,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13253,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,L,P,G,A,4,58,55,21.6,8.9,3.6,5.7,12.4,N,7,9,2019,805,TR06,3,HM 185,SI,G,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,
RPP,RPP,N,B,13254,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,I,N,L,N,N,,5,62,58,23.6,9.7,4.1,5.1,12.1,N,7,9,2019,815,TR06,5,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,DGO,N,B,13256,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,65,60,25.2,8.4,4.2,6.1,13.5,N,7,9,2019,823,TR06,8,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,DGO,N,B,13257,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,I,N,N,,6,61,58,23.1,8.5,3.9,5.6,11.9,N,7,9,2019,825,TR06,9,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13258,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,M,I,N,L,N,N,,6,66,57,22.5,8.6,4,5.8,14.3,N,8,9,2019,826,TR07,7,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13259,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,M,N,V,A,5,,,,,,,,N,8,9,2019,1015,TR07,7,ESCAPO DEL ANILLADOR,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13260,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,I,P,G,,5,58,53,22.2,8.2,3.7,5.8,11.2,N,8,9,2019,1024,TR07,3,CMD 10(0),SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13261,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,N,N,L,N,N,,6,61,57,21.8,8.7,4.2,5.7,12.1,N,9,9,2019,641,TR08,5,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13262,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,M,P,G,,4,62,54,23.5,8.8,4.1,5.5,13.1,N,9,9,2019,646,TR08,4,CM10(0),SI,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13263,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,L,P,V,A,4,64,58,22.4,8.8,4.3,6,13,N,9,9,2019,709,TR08,7,,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13264,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,L,P,V,,3,63,61,23.8,8.4,3.9,5.1,12.9,N,9,9,2019,714,TR08,8,,SI,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13265,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,N,N,I,N,N,,6,65,62,22.9,7.8,3.8,5.8,12.4,N,9,9,2019,716,TR08,8,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13266,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,N,N,L,N,N,,6,65,61,22.9,8.5,4.2,5.2,12.2,N,9,9,2019,718,TR08,9,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13267,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,L,N,V,,4,65,58,23.5,8.8,4,5.9,13.1,N,9,9,2019,820,TR08,9,,NO,V,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO,RPP,N,B,13269,Myiothlypis fraseri,MYIFRA,P,M,J,D,D,,FCF,N,N,I,I,N,M,P,V,A,4,62,58,22.9,8.7,4.1,5.3,12.9,N,9,9,2019,1129,TR08,1,,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13270,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,N,N,I,N,N,,6,64,60,22.7,8.9,4.1,6.1,12.7,N,10,9,2019,620,TR09,7,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,13271,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,61,53,22.3,8.7,4,5,11.5,N,10,9,2019,843,TR09,6,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13274,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,N,N,N,L,P,V,A,4,64,59,22.9,9.1,4.2,5.5,12.6,N,11,9,2019,622,TR11,6,,NO,V,A,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13275,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,I,N,N,I,N,N,,6,63,60,22.5,9.8,3.8,5.8,13,N,11,9,2019,939,TR11,8,,,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13277,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,G,,5,61,54,22.5,9.9,4,5.4,11.1,N,12,9,2019,733,TR10,10,,NO,G,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,RPP,N,B,13278,Myiothlypis fraseri,MYIFRA,A,K,S,D,D,,DCB,N,N,N,N,N,I,N,N,,6,66,61,22.4,9,4.4,5.4,12.8,N,12,9,2019,821,TR10,4,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
